CustomerId,Age,Employment_Type,Sector,Gender,Part_Of_UK,Income,Native_Country,Loan_Period,Loan_Amount,Other_Debt,Housing_Situation,Has_CCJ,Default
14330,31,Private,Finance,Female,West Midlands,32500,UK,527,6400,0,1,0,0
14348,59,Private,Healthcare,Female,West Midlands,10100,UK,381,9700,0,1,0,1
14359,17,Unemployed,N/A,Female,South East,0,UK,115,10100,0,1,0,1
14369,27,Private,Agriculture,Female,London,20700,UK,566,9100,0,1,0,0
14383,18,Private,Finance,Male,South West,21700,UK,367,11400,0,1,0,1
14404,34,Private,Healthcare,Female,North West,25300,UK,635,8400,0,1,1,0
14418,11,Private,Finance,Male,South East,29800,UK,274,12900,0,1,0,1
14423,27,Private,Media,Female,South West,32200,UK,536,12500,0,1,0,0
14426,21,Private,Engineering,Female,Midlands,11300,UK,281,12200,0,1,0,1
14427,53,Private,Healthcare,Female,North West,9200,UK,13,9000,0,1,0,1
14448,53,Private,Technology,Female,South East,14000,UK,929,9700,0,1,0,0
14454,22,Private,Media,Male,South East,31600,UK,394,7500,0,1,0,1
14457,61,Private,Healthcare,Female,South West,12900,UK,658,8300,0,1,0,0
14458,38,Private,Agriculture,Male,London,23000,UK,995,12300,0,1,0,0
14468,29,Private,Technology,Female,South East,40100,UK,521,13600,0,1,0,0
14474,25,Public,Education,Female,North West,23600,UK,353,8400,0,1,0,1
14481,14,Unemployed,N/A,Male,North West,0,UK,601,10900,0,1,0,0
14492,21,Public,Education,Male,London,31600,UK,938,6700,0,1,0,0
14495,22,Unemployed,N/A,Male,North West,0,UK,442,9400,0,1,0,1
14503,36,Volunteer,Finance,Female,Northern Ireland,0,UK,457,8400,0,1,0,1
14506,44,Volunteer,Finance,Male,London,0,Ot,406,9700,0,1,0,1
14517,40,Private,Technology,Female,London,22100,UK,201,10200,0,1,0,1
14521,49,Private,Law,Female,London,27600,UK,626,11600,0,1,0,0
14524,21,Unemployed,N/A,Male,North West,0,UK,241,9300,0,1,0,1
14551,31,Volunteer,Finance,Male,West Midlands,0,UK,936,10600,0,1,0,0
14554,49,Private,Technology,Male,West Midlands,7800,UK,114,5800,0,1,0,1
14568,37,Private,Healthcare,Male,South East,35800,UK,199,8000,0,1,0,1
14590,37,Private,Agriculture,Female,London,28400,UK,57,11300,9812,1,0,1
14597,18,Public,Education,Female,South West,23000,UK,628,10700,0,1,0,0
14606,58,Unemployed,N/A,Female,West Midlands,0,Ch,435,8200,0,1,0,1
14623,26,Private,Healthcare,Female,South East,41800,UK,737,6300,0,1,0,0
14625,31,Private,Media,Male,North West,11800,UK,308,8000,0,1,0,1
14628,54,Public,Education,Female,South East,27400,UK,1161,15000,0,1,0,0
14629,20,Public,Infrastructure,Male,North West,32000,UK,684,9400,0,1,0,0
14645,22,Public,Military,Male,North West,26500,UK,353,11900,0,1,0,1
14648,22,Public,Military,Male,Midlands,19100,UK,721,5400,0,1,0,0
14652,19,Public,Military,Female,West Midlands,16500,UK,293,10500,0,1,0,1
14666,24,Private,Technology,Male,Scotland,25500,UK,75,8500,0,1,0,1
14674,13,Private,Engineering,Female,Scotland,19300,UK,593,11600,0,1,0,0
14691,16,Public,Infrastructure,Male,South East,27700,UK,588,10100,0,1,0,0
14698,32,Private,Engineering,Male,South East,29700,UK,437,11300,19779,1,0,1
14718,22,Private,Finance,Male,Scotland,33100,UK,330,10200,0,1,0,1
14728,11,Public,Infrastructure,Female,North West,26400,UK,431,8900,0,1,0,1
14733,33,Private,Technology,Female,South East,37900,UK,565,11100,0,1,0,0
14743,40,Private,Engineering,Female,London,14100,UK,423,9000,0,1,0,1
14758,32,Self-Employed,Technology,Female,South East,43700,UK,478,13300,0,1,0,1
14762,48,Private,Healthcare,Male,London,28100,UK,408,8400,0,1,0,1
14763,30,Private,Healthcare,Female,London,47600,UK,427,11200,0,1,0,1
14807,25,Private,Retail,Female,Midlands,29100,UK,23,11200,0,1,0,1
14811,21,Private,Retail,Male,South East,32900,UK,640,10400,0,1,0,0
14818,18,Public,Military,Female,London,29700,UK,400,7300,0,1,0,1
14820,36,Private,Media,Female,West Midlands,24300,UK,440,9200,5828,1,0,1
14821,25,Private,Media,Female,South East,29100,UK,1263,12400,0,1,0,0
14847,43,Private,Media,Female,South East,34200,UK,823,9000,0,1,0,0
14855,21,Public,Education,Male,East Anglia,19700,UK,337,9500,0,1,0,1
14871,43,Private,Technology,Male,South East,21100,UK,484,9900,9713,1,0,1
14885,29,Private,Retail,Female,East Anglia,20600,UK,451,9100,0,1,0,1
14890,24,Private,Technology,Male,Midlands,16100,UK,775,8900,0,1,0,0
14921,39,Private,Healthcare,Female,South East,27500,UK,510,8000,0,1,0,0
14925,32,Private,Technology,Male,London,67400,UK,210,10700,0,1,0,1
14930,31,Private,Healthcare,Male,South West,15800,UK,432,9600,0,1,0,1
14937,35,Private,Retail,Male,South East,62500,UK,526,6200,0,1,0,0
14953,34,Private,Finance,Male,South East,25000,UK,621,7700,0,1,0,0
14960,40,Private,Engineering,Female,North West,21900,UK,468,9000,0,1,0,1
14985,66,Private,Healthcare,Female,North West,19500,UK,342,10800,0,1,0,1
14992,28,Private,Law,Female,North West,26000,UK,448,7700,0,1,0,1
14996,32,Private,Law,Male,London,17600,UK,893,13200,0,1,0,0
14999,17,Public,Law Enforcement,Male,Northern Ireland,18500,UK,695,10200,0,1,3,0
15004,21,Public,Healthcare,Male,South West,25900,UK,523,10800,8699,1,0,0
15017,44,Private,Engineering,Male,South East,40400,UK,464,6500,0,1,0,1
15023,64,Private,Healthcare,Female,East Anglia,9600,UK,443,4300,0,1,0,1
15028,39,Private,Agriculture,Male,North West,41300,UK,101,9700,4181,1,0,1
15034,20,Private,Healthcare,Male,South East,36400,UK,482,7700,0,1,0,1
15042,35,Volunteer,Education,Female,London,0,UK,310,8800,0,1,0,1
15046,27,Private,Engineering,Female,South East,29300,UK,409,11500,0,1,0,1
15075,51,Private,Media,Female,North East,10200,UK,525,10100,0,1,0,0
15079,45,Private,Engineering,Male,London,43900,UK,108,8800,0,1,0,1
15086,43,Self-Employed,Technology,Male,West Midlands,18800,UK,644,9000,0,1,0,0
15089,18,Private,Retail,Male,Northern Ireland,11700,UK,1141,13700,0,1,2,0
15098,32,Private,Healthcare,Male,West Midlands,20900,UK,640,10100,0,1,0,0
15131,18,Public,Infrastructure,Female,South East,33400,UK,181,9900,0,1,0,1
15147,25,Private,Technology,Female,North West,24500,Pa,619,10700,0,1,0,0
15159,22,Public,Military,Female,South East,27300,Ot,82,11300,0,1,0,1
15160,26,Private,Law,Male,Wales,15500,UK,729,8500,7650,1,0,0
15165,30,Private,Retail,Male,London,32300,UK,340,9800,0,1,0,1
15168,14,Unemployed,N/A,Female,London,0,UK,896,11100,0,1,0,0
15171,45,Private,Finance,Female,West Midlands,16200,UK,238,7900,0,1,0,1
15172,47,Private,Agriculture,Male,London,108100,UK,685,8100,0,1,0,0
15175,62,Unemployed,N/A,Male,South East,0,UK,354,12400,0,1,0,1
15199,17,Unemployed,N/A,Male,West Midlands,0,UK,238,12900,0,1,0,1
15209,27,Private,Law,Female,London,27400,UK,908,9500,0,1,0,0
15218,42,Private,Law,Female,South West,20300,UK,638,7500,0,1,0,0
15237,23,Public,Education,Female,South East,29500,UK,162,8600,0,1,0,1
15241,23,Private,Technology,Female,Northern Ireland,23200,UK,209,8200,0,1,0,1
15247,29,Private,Retail,Female,London,21300,UK,381,9900,0,1,0,1
15260,60,Private,Agriculture,Male,South East,15600,Ot,599,10900,0,1,0,0
15272,35,Volunteer,Agriculture,Male,South East,0,UK,340,5600,0,1,0,1
15292,38,Private,Engineering,Male,South East,66300,UK,588,6700,0,1,0,0
15297,22,Public,Infrastructure,Female,North West,23600,UK,668,9900,0,1,0,0
15299,29,Private,Law,Female,London,32400,UK,329,11500,0,1,0,1
15319,39,Private,Agriculture,Male,London,17200,UK,257,7000,0,1,0,1
15320,35,Private,Retail,Female,South East,66100,UK,480,8400,0,1,0,0
15330,62,Private,Agriculture,Male,Midlands,10100,UK,678,11600,0,1,0,0
15341,33,Private,Media,Male,West Midlands,20700,UK,283,12700,0,1,0,1
15351,43,Self-Employed,Agriculture,Female,East Anglia,19100,UK,183,7400,0,1,0,1
15356,27,Private,Retail,Female,South West,28300,UK,463,11100,0,1,0,1
15358,44,Private,Technology,Female,East Anglia,33100,UK,578,7700,0,1,0,0
15359,15,Public,Education,Female,South East,28000,Ot,396,10500,0,1,0,1
15390,44,Private,Finance,Female,South East,26100,UK,676,9900,0,1,0,0
15422,23,Public,Infrastructure,Female,South East,31600,UK,199,13400,0,1,0,1
15430,32,Private,Engineering,Male,Midlands,19800,Ot,143,8400,0,1,0,1
15431,40,Private,Technology,Male,South East,22700,UK,505,11900,0,1,0,0
15445,71,Private,Law,Female,South East,21100,UK,728,10300,0,1,0,0
15451,40,Private,Finance,Male,South East,23300,UK,270,10300,0,1,0,1
15458,29,Private,Media,Male,West Midlands,27200,UK,261,11900,0,1,0,1
15461,27,Private,Technology,Male,Midlands,25200,UK,81,10900,0,1,0,1
15464,21,Private,Law,Female,Scotland,18000,UK,332,10200,0,1,0,1
15466,46,Private,Healthcare,Female,West Midlands,18500,UK,701,8100,0,1,0,0
15468,61,Private,Finance,Male,London,16200,UK,935,14000,55,1,0,0
15470,28,Private,Engineering,Male,North West,18300,UK,269,13000,0,1,0,1
15473,55,Private,Retail,Female,South East,18100,UK,803,10200,6820,1,0,0
15474,27,Private,Healthcare,Female,West Midlands,16900,UK,523,4400,0,1,0,0
15482,21,Unemployed,N/A,Male,London,0,UK,213,15600,0,1,0,1
15483,27,Private,Agriculture,Female,North West,17100,UK,921,12000,0,1,0,0
15521,36,Volunteer,Education,Female,West Midlands,0,UK,773,9600,0,1,0,0
15530,16,Unemployed,N/A,Male,South East,0,UK,95,12000,0,1,0,1
15536,30,Private,Law,Female,South West,16300,UK,75,11700,0,1,0,1
15542,35,Private,Agriculture,Male,South East,34200,UK,378,11900,0,1,0,1
15560,78,Private,Law,Male,London,17200,UK,543,6800,9863,1,0,0
15572,27,Private,Technology,Male,North West,20200,UK,772,12400,0,1,0,0
15580,29,Private,Law,Male,West Midlands,13300,UK,669,9000,0,1,0,0
15581,32,Private,Retail,Male,Scotland,25700,Ot,339,9100,0,1,0,1
15604,16,Unemployed,N/A,Male,Midlands,0,UK,133,8000,0,1,0,1
15628,25,Private,Media,Female,South East,30300,UK,276,10000,0,1,0,1
15638,30,Private,Law,Female,North West,20000,UK,965,12100,0,1,0,0
15645,29,Self-Employed,Finance,Male,West Midlands,22200,UK,695,11200,0,1,0,0
15649,13,Unemployed,N/A,Female,East Anglia,0,UK,435,8200,0,1,0,1
15656,13,Public,Military,Male,London,31700,UK,816,8000,0,1,0,0
15659,24,Private,Agriculture,Female,Scotland,12400,UK,319,10900,0,1,0,1
15670,47,Private,Technology,Female,South East,30000,UK,237,9800,0,1,3,1
15671,17,Private,Retail,Male,South West,29300,UK,530,11500,0,1,0,0
15672,21,Public,Infrastructure,Female,South East,31800,UK,1056,10700,0,1,0,0
15677,34,Private,Healthcare,Female,East Anglia,33700,UK,278,9900,0,1,0,1
15683,26,Private,Agriculture,Female,London,32200,UK,897,11900,0,1,0,0
15698,51,Private,Finance,Male,South East,15700,UK,40,11100,0,1,0,1
15702,18,Unemployed,N/A,Male,North West,0,UK,736,8300,0,1,0,0
15710,30,Private,Healthcare,Female,Scotland,19400,UK,541,8700,0,1,0,0
15716,42,Private,Technology,Female,London,26000,UK,270,11200,0,1,0,1
15723,31,Private,Healthcare,Male,London,71000,UK,409,9100,0,1,0,1
15725,28,Private,Law,Male,South East,26600,UK,578,8600,0,1,0,0
15741,30,Private,Engineering,Female,South East,34500,UK,582,7300,0,1,0,0
15749,43,Private,Law,Female,South West,33700,UK,413,13500,0,1,0,1
15754,25,Private,Healthcare,Female,East Anglia,29200,UK,359,10600,0,1,0,1
15757,15,Unemployed,N/A,Female,North West,0,UK,55,6900,0,1,0,1
15767,17,Private,Media,Female,East Anglia,24800,UK,186,8400,0,1,0,1
15769,24,Private,Agriculture,Male,South East,25100,UK,972,14700,0,1,0,0
15782,20,Public,Education,Female,London,31100,UK,121,9500,0,1,0,1
15792,33,Private,Finance,Male,North West,20100,UK,446,7300,0,1,0,1
15799,19,Private,Engineering,Male,East Anglia,15100,UK,286,12000,0,1,0,1
15816,40,Self-Employed,Agriculture,Female,London,45800,UK,777,8000,0,1,0,0
15830,15,Public,Healthcare,Female,London,31800,UK,391,8400,0,1,0,1
15847,16,Private,Law,Male,London,28300,UK,783,8000,0,1,0,0
15864,27,Private,Retail,Male,West Midlands,21800,UK,828,10100,0,1,0,0
15866,49,Private,Agriculture,Male,Midlands,18100,UK,454,6300,0,1,0,1
15870,19,Private,Law,Female,North West,12600,UK,172,9300,0,1,0,1
15874,27,Private,Finance,Female,South East,25400,UK,750,8900,0,1,0,0
15883,11,Private,Technology,Female,West Midlands,21700,UK,116,9200,0,1,0,1
15888,35,Private,Healthcare,Female,Midlands,20700,UK,798,11100,0,1,0,0
15897,56,Private,Technology,Male,South East,11200,Ot,603,10700,0,1,0,0
15898,11,Unemployed,N/A,Male,West Midlands,0,UK,143,10600,0,1,0,1
15907,32,Public,Military,Male,North West,26100,UK,613,11000,0,1,0,0
15908,18,Unemployed,N/A,Male,West Midlands,0,UK,578,9700,0,1,0,0
15915,35,Public,Military,Male,London,31600,UK,716,9700,0,1,0,0
15922,57,Private,Agriculture,Male,West Midlands,9400,UK,1030,11000,0,1,0,0
15952,41,Self-Employed,Agriculture,Female,North West,18200,UK,852,10200,13255,1,0,0
15957,39,Private,Agriculture,Male,South East,34900,UK,139,13100,0,1,0,1
15961,25,Private,Agriculture,Male,South East,35900,UK,582,13700,0,1,0,0
15968,14,Private,Media,Male,South East,34700,UK,555,11100,0,1,0,0
15970,53,Private,Media,Male,South East,18000,UK,436,7000,0,1,0,1
15974,30,Volunteer,Healthcare,Male,Midlands,0,UK,807,9600,0,1,0,0
15980,56,Private,Agriculture,Male,Northern Ireland,11000,UK,892,8700,0,1,0,0
15998,23,Public,Infrastructure,Male,North West,24800,UK,397,8900,0,1,0,1
15999,22,Unemployed,N/A,Female,Midlands,0,UK,804,9500,0,1,0,0
16009,31,Private,Engineering,Male,West Midlands,29600,UK,893,10900,0,1,0,0
16014,18,Public,Law Enforcement,Male,North West,27100,UK,672,10500,0,1,0,0
16017,60,Private,Engineering,Male,South East,15100,Ot,6,12000,9191,1,0,1
16053,22,Private,Agriculture,Male,West Midlands,20500,Ot,349,9500,0,1,0,1
16054,34,Self-Employed,Technology,Female,West Midlands,15400,UK,151,9800,0,1,0,1
16073,42,Private,Technology,Female,North West,11300,UK,97,16900,0,1,0,1
16087,37,Private,Engineering,Male,North West,31300,UK,206,9000,0,1,0,1
16088,23,Unemployed,N/A,Female,North West,0,UK,447,8000,0,1,0,1
16093,36,Private,Healthcare,Male,Scotland,23300,UK,932,6900,0,1,0,0
16094,19,Public,Education,Male,West Midlands,17900,UK,109,11400,0,1,0,1
16095,29,Private,Finance,Male,South East,28500,UK,938,6800,0,1,0,0
16099,65,Private,Technology,Male,West Midlands,9900,UK,546,9200,0,1,0,0
16101,40,Private,Technology,Female,North West,18700,UK,384,10300,0,1,0,1
16118,50,Private,Media,Male,South West,14000,UK,925,6000,12370,1,0,0
16135,51,Private,Agriculture,Female,South East,17600,UK,332,10100,0,1,0,1
16142,51,Private,Finance,Female,North West,13900,UK,27,8700,0,1,0,1
16166,47,Private,Healthcare,Female,Midlands,30600,UK,517,9800,0,1,0,0
16176,24,Unemployed,N/A,Male,London,0,UK,406,11000,0,1,0,1
16183,17,Public,Education,Male,West Midlands,19700,UK,524,10800,0,1,0,0
16187,25,Private,Finance,Female,West Midlands,24400,UK,833,7700,0,1,0,0
16195,20,Unemployed,N/A,Female,Northern Ireland,0,UK,713,6500,0,1,0,0
16197,30,Private,Finance,Male,London,18800,UK,649,12200,0,1,0,0
16200,25,Private,Healthcare,Male,South East,32000,UK,368,11500,0,1,0,1
16203,45,Private,Engineering,Female,South East,35800,UK,830,9300,0,1,0,0
16231,33,Private,Healthcare,Female,North West,48100,UK,970,10400,0,1,0,0
16242,30,Private,Technology,Female,North West,34700,UK,254,7100,0,1,0,1
16243,47,Self-Employed,Finance,Female,West Midlands,21800,UK,184,7800,0,1,0,1
16257,38,Private,Law,Female,South East,17900,UK,647,10000,0,1,0,0
16258,21,Unemployed,N/A,Male,London,0,UK,194,10500,0,1,0,1
16280,29,Private,Law,Male,East Anglia,24200,UK,35,10800,0,1,0,1
16294,20,Unemployed,N/A,Female,Scotland,0,UK,34,6600,0,1,0,1
16299,27,Self-Employed,Finance,Male,West Midlands,14900,UK,205,10800,0,1,0,1
16313,15,Private,Finance,Male,London,33600,UK,161,9100,0,1,0,1
16315,25,Public,Healthcare,Male,South East,31400,UK,584,11600,0,1,0,0
16320,43,Private,Media,Female,East Anglia,14400,UK,656,10300,0,1,0,0
16324,45,Private,Healthcare,Female,South East,25800,UK,518,10400,0,1,0,0
16325,47,Private,Technology,Female,North West,34000,UK,287,12800,0,1,0,1
16326,23,Unemployed,N/A,Female,South West,0,UK,346,9900,5278,1,0,1
16336,35,Private,Agriculture,Female,Midlands,22900,UK,260,8100,0,1,0,1
16338,18,Private,Agriculture,Female,South East,38600,UK,526,8000,0,1,0,0
16367,27,Private,Media,Female,South West,22000,UK,295,11100,0,1,0,1
16374,52,Self-Employed,Healthcare,Female,London,14000,UK,166,12800,0,1,0,1
16377,35,Public,Infrastructure,Female,Wales,21500,UK,159,9100,0,1,0,1
16380,33,Self-Employed,Education,Male,North West,42100,UK,476,10100,0,1,0,1
16387,46,Private,Retail,Male,South East,19700,UK,349,6700,0,1,0,1
16395,26,Private,Retail,Female,West Midlands,18400,UK,224,10800,0,1,0,1
16401,17,Unemployed,N/A,Female,South West,0,UK,434,12100,0,1,0,1
16429,22,Private,Finance,Female,North West,30400,UK,328,10100,0,1,0,1
16440,23,Public,Law Enforcement,Male,London,31200,UK,770,11300,0,1,0,0
16448,28,Private,Engineering,Male,West Midlands,21300,UK,516,9700,0,1,0,0
16454,30,Private,Technology,Female,South East,55600,UK,85,9800,0,1,0,1
16465,35,Private,Agriculture,Female,Northern Ireland,20000,UK,703,12200,0,1,0,0
16472,33,Private,Retail,Male,London,60600,UK,421,9200,0,1,0,1
16477,24,Unemployed,N/A,Female,North West,0,UK,872,8000,0,1,0,0
16498,86,Private,Finance,Male,South East,11000,UK,822,9300,0,1,0,0
16499,15,Unemployed,N/A,Female,London,0,UK,586,11000,0,1,0,0
16500,33,Private,Technology,Female,West Midlands,29900,UK,718,11300,0,1,0,0
16505,31,Volunteer,Education,Male,North West,0,UK,407,9500,0,1,0,1
16516,17,Unemployed,N/A,Female,South West,0,UK,529,9200,0,1,0,0
16520,20,Unemployed,N/A,Female,London,0,UK,392,7700,0,1,0,1
16535,22,Unemployed,N/A,Female,North West,0,UK,820,7000,0,1,0,0
16541,29,Private,Engineering,Male,East Anglia,23400,UK,253,11900,0,1,0,1
16551,26,Private,Healthcare,Male,Northern Ireland,18000,UK,643,6300,0,1,0,0
16559,28,Private,Agriculture,Male,London,37100,UK,975,12200,0,1,0,0
16583,32,Private,Healthcare,Female,South East,25900,UK,492,12700,0,1,0,0
16605,40,Public,Education,Female,South East,32300,UK,279,7200,0,1,0,1
16614,25,Private,Finance,Male,South East,27000,UK,41,11500,0,1,0,1
16618,25,Private,Finance,Male,Scotland,33600,UK,1102,12000,0,1,0,0
16629,33,Private,Retail,Male,London,56900,UK,196,9600,0,1,0,1
16655,23,Unemployed,N/A,Female,London,0,UK,875,7700,0,1,0,0
16665,43,Private,Retail,Female,West Midlands,15400,UK,380,11300,0,1,0,1
16710,31,Private,Finance,Female,North West,24600,UK,346,13700,2256,1,0,1
16713,39,Private,Finance,Female,South East,52700,UK,878,10000,0,1,0,0
16714,14,Public,Infrastructure,Male,South East,30200,UK,363,8400,0,1,0,1
16743,22,Unemployed,N/A,Male,West Midlands,0,UK,795,8200,0,1,0,0
16755,49,Private,Law,Female,Midlands,10700,UK,604,11000,0,1,0,0
16758,34,Private,Retail,Female,North West,41700,UK,399,5000,0,1,1,1
16768,21,Public,Military,Female,Northern Ireland,19700,UK,688,10700,0,1,0,0
16780,18,Public,Law Enforcement,Male,West Midlands,20500,UK,654,10500,0,1,0,0
16784,65,Private,Healthcare,Female,North West,12000,UK,476,9700,0,1,0,0
16787,26,Public,Education,Female,London,28900,UK,352,8000,0,1,0,1
16788,29,Private,Agriculture,Male,London,32100,UK,738,6800,0,1,0,0
16796,32,Private,Finance,Male,East Anglia,28000,UK,467,13200,0,1,0,1
16800,42,Public,Education,Female,London,25200,UK,962,10900,0,1,0,0
16803,20,Public,Healthcare,Male,South East,27500,UK,388,9700,0,1,0,1
16813,30,Private,Engineering,Male,East Anglia,31200,UK,669,12000,0,1,0,0
16815,32,Private,Retail,Male,London,45600,UK,594,7800,0,1,0,0
16822,22,Private,Law,Female,London,25800,UK,991,13700,0,1,0,0
16835,24,Private,Healthcare,Male,Wales,20900,UK,1039,11300,0,1,0,0
16836,30,Private,Healthcare,Male,North West,45300,UK,588,11200,0,1,0,0
16846,23,Public,Military,Female,South East,30900,UK,297,10400,0,1,0,1
16867,19,Unemployed,N/A,Male,South West,0,UK,687,9600,0,1,0,0
16868,17,Private,Engineering,Male,London,31500,UK,363,9600,0,1,0,1
16875,24,Private,Healthcare,Male,North West,26100,UK,395,12900,0,1,0,1
16893,25,Private,Engineering,Female,West Midlands,25100,UK,539,10600,0,1,0,0
16902,31,Self-Employed,Finance,Male,Scotland,57200,UK,213,11800,0,1,0,1
16903,37,Private,Agriculture,Female,Northern Ireland,15300,UK,428,10800,0,1,0,1
16940,33,Private,Agriculture,Female,East Anglia,43300,UK,257,10500,0,1,0,1
16945,51,Self-Employed,Agriculture,Female,South West,16600,UK,822,8600,0,1,0,0
16950,44,Private,Agriculture,Male,London,25000,UK,56,9200,0,1,0,1
16955,70,Private,Healthcare,Female,East Anglia,9900,UK,144,7200,0,1,0,1
16967,31,Private,Technology,Female,South West,13400,UK,344,10800,0,1,0,1
16969,13,Private,Engineering,Female,East Anglia,13300,UK,528,10700,0,1,0,1
16982,35,Volunteer,Agriculture,Male,London,0,UK,461,8300,0,1,0,1
17007,49,Private,Law,Male,London,30900,UK,533,7000,0,1,0,0
17011,17,Unemployed,N/A,Male,London,0,UK,205,11500,0,1,0,1
17012,19,Private,Engineering,Male,North West,25300,Ge,395,10700,0,1,0,1
17013,32,Private,Media,Female,North West,23300,UK,658,13200,0,1,0,0
17015,33,Private,Agriculture,Female,North West,46100,UK,541,8900,0,1,0,0
